locationID,verbatimLocation,locality,country,region,taxonID,taxon,habitat,firstRecordEvent,verbatimFirstRecordEvent,confidenceFirstRecordEvent,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,datasetName,bibliographicCitation,accessRights
"",United States,United States,"","",30867,Nebria brevicollis,"",-2007-2012,2007 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3365,Nematus ribesii,"",-1896-2009,1896 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3376,Neodiprion sertifer,"",-1925-2009,1925 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30871,Neogalerucella calmariensis,"",-1992-2005,1992 (Beenen (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30872,Neogalerucella pusilla,"",-1992-2005,1992 (Beenen (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",38392,Neonectria coccinea (Pers) Rossman & Samuels,host,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",38393,Neonectria punicea (JCSchmidt) Castl & Rossman,terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",Hawaiian Islands,Hawaiian Islands,"","",21643,Neostylopyga rhombifolia,"",-1922-1960,before 1922 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28242,Nephrolepis biserrata,"",-1967-2005,1967 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8406,Nephrolepis falcata,"",-1929-2005,1929 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",956,Nerium oleander,"",-1928-2005,1928 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28262,Noronhia emarginata,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6921,Nymphaea caerulea,"",-1992-2005,1992 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",8411,Nymphoides peltata,"",-1882-2020,1882 (Lakoba et al (2020)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3422,Oceanaspidiotus araucariae,"",-1985-1992,1985 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6926,Ochna serrulata,"",-1986-2005,1986 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28274,Ochna thomasiana,"",-1948-2005,1948 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6928,Ocimum basilicum,"",-1912-2005,1912 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13649,Ocimum gratissimum,"",-1924-2005,1924 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",26006,Octolasion cyaneum,"",-1911-2018,>1911 (Reynolds (2018)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Alaska,Alaska,"","",26007,Octolasion tyrtaeum,"",-1970-2019,>1970 (Reynolds (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",26007,Octolasion tyrtaeum,"",-1950-2018,>1950 (Reynolds (2018)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24731,Odontonema cuspidatum,"",-1937-2005,1937 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6936,Oenothera laciniata,"",-1964-2005,1964 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3471,Onthophagus taurus,"",-1971-1992,1971 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3476,Operophtera brumata,"",-1930-2009,1930 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",8415,Ophiostoma novo-ulmi,"",-1945-2009,1945 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",30916,Ophonus puncticeps,"",-1954-2012,1954 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",25489,Oplismenus hirtellus,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3485,Opogona sacchari,"",-1963-1992,1963 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6959,Opuntia ficus-indica,"",-1952-2005,1952 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",6963,Opuntia monacantha,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3509,Orthotomicus erosus,"",-2004-2009,2004 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3528,Otiorhynchus ovatus,"",-1852-2009,1852 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3532,Otiorhynchus rugosostriatus,"",-1876-2009,1876 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3534,Otiorhynchus singularis,"",-1872-2009,1872 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Italy (Sardinia),Italy (Sardinia),"","",19356,Ovis aries Linnaeus 1758,"",-6000-2000,-6000 - -2000,low confidence,Established,Established,Established,Intentional,Piero Genovesi,Piero Genovesi,Free
"",United States,United States,"","",3549,Ozamia lucidalis,"",-1989-1992,1989 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28409,Palisota bracteosa,"",-1952-2005,1952 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3566,Panchlora nivea,"",-1958-1960,before 1958 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28413,Pandanus tectorius,"",-1947-2005,1947 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28428,Paralaoma servilis,"",-1992-1997,1992 (Cowie (1997)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3587,Parapristina verticillata,"",-1986-1992,1986 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28441,Parkia timoriana,"",-1917-2005,1917 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",998,Parkinsonia aculeata,"",-1936-2005,1936 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3613,Parlatoria ziziphi,"",-1985-1992,1985 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3618,Pasiphila rectangulata,"",-1968-2009,1968 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7024,Paspalum conjugatum,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",11739,Passer montanus,"",-1870-2019,1870 (Audubon (2019a)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7036,Passiflora edulis,"",-1895-2005,1895 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7039,Passiflora laurifolia,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",16077,Passiflora ligularis,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13804,Passiflora maliformis,"",-1941-2005,1941 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28460,Passiflora manicata,"",-1938-2005,1938 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24745,Passiflora quadrangularis,"",-1931-2005,1931 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7042,Passiflora suberosa,"",-1916-2005,1916 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7043,Passiflora subpeltata,"",-1914-2005,1914 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28461,Passiflora vitifolia,"",-1938-2005,1938 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",North-west Antarctic Peninsula,North-west Antarctic Peninsula,"","",38439,Peniophora cinerea (Pers) Cooke,terrestrial,-2007-2008,2007/2008,low confidence,absent,absent,absent,introduced,Leihy et al (2023),Leihy et al (2023),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7060,Pentas lanceolata,"",-1935-2005,1935 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7063,Peperomia pellucida,"",-1925-2005,1925 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7064,Pereskia aculeata,"",-1934-2005,1934 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28494,Pergalumna bryani,"",-1999-2019,1999 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3645,Perigona nigriceps,"",-1853-2012,<1853 (Bousquet (2012)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",28498,Perionyx excavatus,"",-2012-2018,>2012 (Reynolds (2018)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",26009,Periphyllus testudinaceus,"",-1924-2009,1924 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",3649,Periplaneta americana,"",-1927-1960,before 1927 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3650,Periplaneta australasiae,"",-1915-1960,before 1915 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3651,Periplaneta brunnea,"",-1916-1960,before 1916 (Roth and Willis (1960)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3660,Perkinsiella saccharicida,"",-1982-1992,1982 (Frank and McCoy (1992)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7067,Persea americana,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7068,Persicaria capitata,"",-1960-2005,1960 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28507,Persicaria punctata,"",-1932-2005,1932 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28508,Petrea volubilis,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7074,Petroselinum crispum,"",-1910-2005,1910 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28509,Pezothrips kellyanus,"",-2001-2019,2001 (Matsunaga et al (2019)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",24749,Phaius tankervilleae,"",-1931-2005,1931 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",8434,Phasianus colchicus,"",-1865-1998,~1865 (American Ornithologists' Union (1998a)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",8434,Phasianus colchicus,"",-1882-2001,1882 (Giudice and Ratti (2001)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",28522,Pheidole flavens navigans,"",-1967-2017,1967 (Sarnat (2017)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28523,Phelsuma grandis,"",-1996-2009,1996 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",28523,Phelsuma grandis,"",-1996-2009,1996 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",13863,Phelsuma laticauda,"",-1974-2009,1974 (Kraus (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28533,Philadelphus karwinskyanus,"",-1944-2005,1944 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28534,Philodendron bipinnatifidum,"",-1960-2005,1960 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28535,Philodendron erubescens,"",-1953-2005,1953 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28537,Philodendron lacerum,"",-1930-2005,1930 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7083,Phlebodium aureum,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7085,Phoenix dactylifera,"",-1919-2005,1919 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3723,Phoracantha recurva,"",-1995-2009,1995 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",1045,Phormium tenax,"",-1933-2005,1933 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7090,Phyla nodiflora,"",-1980-2005,1980 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7092,Phyllanthus debilis,"",-1909-2005,1909 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",28559,Phyllanthus reticulatus,"",-1989-2005,1989 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",United States,United States,"","",3734,Phyllonorycter blancardella,"",-1940-2009,1940 (Aukema and McCullough (2009)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
"",Hawaiian Islands,Hawaiian Islands,"","",7098,Phyllostachys aurea,"",-1992-2005,1992 (Imada et al (2005)),low confidence,"","","","",Simpson et al (2018),Simpson et al (2018),Free
